,JobTitle,Require
3258,GAME," UNITY3D,  UNITY, C#"
3259,BUSINESS ANALYST,"BUSINESS ANALYST,PRODUCT MANAGER,TEAM LEADER"
3260,FULLSTACK," PHP,  JAVASCRIPT, NODEJS"
3261,CLOUD," CLOUD,  CISCO, VMWARE,  MCSA,  MICROSOFT"
3262,SYSTEM,"PHP, BRIDGE, JAVASCRIPT"
3263,UI/UX DESIGNER,"ILLUSTRATOR,  UX/UI DESIGN, PHOTOSHOP,  DESIGNER,  AFTER EFFECT,  SKETCH,  ADOBE XD"
3264,FULLSTACK,"LARAVEL, PHP, FULL-STACK, ANGULAR"
3265,BACKEND,"TYPESCRIPT, NODEJS, AWS"
3266,FULLSTACK,"REACTJS,GITHUB,RESTFUL APIS,GIT,MONIT,AWS"
3267,FRONTEND,"REACTJS,NPM,NEXTJS,ANGULAR,GITHUB"
3268,BUSINESS ANALYST,"MONGODB,SQL,SPSS,R,SAS"
3269,DATA ANALYST,"JAVA,SAS,POWER BI,C/C++"
3270,DATA,"APACHE,TABLEAU,SQL"
3271,RUBY,"MYSQL, POSTGRESQL, RUBY ON RAILS"
3272,BACKEND," JAVASCRIPT,  NODEJS, TYPESCRIPT"
3273,SOFTWARE,"WEB APPLICATION, IT SUPPORT, ASP.NET, ASP.NET CORE"
3274,TESTER,"QA QC,TESTER,TEAM LEADER"
3275,FULLSTACK," VUEJS,  NODEJS, ENGLISH,  TYPESCRIPT,  ANGULAR,  BUSINESS ANALYST,  AUTOMATION"
3276,DATA ANALYST,"R,JULIA,POWER BI,C/C++,JAVA"
3277,PHP,"CSS,JAVASCRIPT,SQL,LINUX"
3278,DATA,"TABLEAU,GOLANG,SQL"
3279,UI/UX DESIGNER,"JAVASCRIPT,PHOTOSHOP,FIGMA,ADOBE XD"
3280,MOBILE,"ANDROID, JAVASCRIPT, IOS"
3281,SOFTWARE,"RUBY,JAVA,R,GOLANG"
3282,PHP,"PHP,ANGULAR,LARAVEL"
3283,SOFTWARE,"PHP, .NET, C#"
3284,TESTER,"KOTLIN,C#,JAVA,RUBY,PYTHON"
3285,BACKEND," BACK-END,  JAVA, GOLANG,  SOFTWARE ARCHITECT,  SYSTEM ARCHITECT"
3286,.NET,"REST,C#,CI/CD,DOCKER,GITLAB"
3287,SOFTWARE,"RUBY,C#,C++,PYTHON,JAVA"
3288,BUSINESS ANALYST,"VBA,SQL"
3289,GAME,"HTML5,C#,JAVASCRIPT,JAVA,C++,C"
3290,DEVOPS,"POWERSHELL,PUPPET,PHP,RUBY,BASH,C"
3291,SOFTWARE," MOBILE,  JAVA, JAVASCRIPT,  FLUTTER,  ANGULAR,  REACT NATIVE"
3292,DATA,"APACHE,SNOWFLAKE,POWER BI"
3293,JAVA,"GROOVY,SQL,JAVASCRIPT"
3294,SOFTWARE ARCHITECT," JAVA,  SOFTWARE ARCHITECT, AWS"
3295,FULLSTACK,"JAVASCRIPT, REACTJS, NODEJS"
3296,JAVA,"JAVA,.NET,JAPANESE - N3,JAPANESE - N2,PROJECT LEADER"
3297,DATA,".NET, GOLANG, DATABASE"
3298,DEVOPS,"CI/CD, DEVOPS"
3299,SOFTWARE,"SQL, .NET, ANGULAR"
3300,PHP,"MYSQL,AJAX,JQUERY,LINUX"
3301,FRONTEND,"NODEJS, JAVASCRIPT, HTML & CSS, TYPESCRIPT"
3302,BACKEND,"KAFKA,NOSQL,DOCKER"
3303,BACKEND,"ASP.NET, SQL, .NET"
3304,BACKEND,"GOLANG,DJANGO,PYTHON"
3305,JAVA,"WEB,JAVA 8"
3306,BACKEND,"NODEJS, JAVASCRIPT, BACK-END"
3307,SOFTWARE ARCHITECT,"SPRING, SOFTWARE ARCHITECT, JAVA"
3308,FULLSTACK,"REDIS,AWS,POSTGRESQL,TAILWIND,GITHUB,JWT"
3309,FRONTEND,"HTML5, REACTJS, JAVASCRIPT"
3310,SOFTWARE,"GOLANG,PYTHON,JAVA,C++,R,JAVASCRIPT"
3311,BACKEND," NODEJS,  RUBY, TYPESCRIPT"
3312,FRONTEND,"REACTJS,VITE,NPM,GITHUB,CSS"
3313,BACKEND,"AWS, NODEJS, ENGLISH"
3314,SOFTWARE,"C#, .NET, JAVA"
3315,BUSINESS ANALYST,"TABLEAU,POWERSHELL,VISIO"
3316,JAVA,"JAPANESE - N3, .NET, JAVA, PROJECT LEADER, JAPANESE - N2"
3317,BACKEND,"MYSQL, BLOCKCHAIN, JAVA"
3318,GAME,"HTML5,GOLANG,C,LUA,JAVA,C#"
3319,BACKEND,"NODEJS, TYPESCRIPT, RUBY"
3320,BACKEND,"PHP,MYSQL,AWS"
3321,SOFTWARE," SQL SERVER,  JAVA, C#"
3322,SALESFORCE," PHP,  JAVA, .NET"
3323,BUSINESS ANALYST,"BUSINESS ANALYST, UI/UX, UML"
3324,FRONTEND,"KOTLIN,SWIFT"
3325,RUBY,"POSTGRESQL, MYSQL, RUBY ON RAILS"
3326,.NET,"AZURE, ENGLISH, .NET"
3327,.NET,"DOCKER,SQL,CI/CD,GITLAB,AZURE,REST"
3328,BACKEND," JAVASCRIPT,  JAVA, .NET"
3329,FULLSTACK,"SQL, JAVASCRIPT, .NET"
3330,GAME,"C++,HTML5,DART"
3331,GAME,"C++,LUA,GOLANG,C,C#,HTML5"
3332,SYSTEM ADMIN,"SYSTEM ADMIN,IT SUPPORT,SYSTEM, ACCEPTED"
3333,DATA," SQL,  DATABASE, JAVA"
3334,GAME,"C#, UNITY"
3335,TESTER,"C#,JAVA,PYTHON,RUBY,PHP"
3336,TESTER,"QA QC, TESTER, JAPANESE"
3337,TESTER,"QA QC,SCRUM,AGILE"
3338,BUSINESS ANALYST,"ERP, BUSINESS ANALYST, SQL"
3339,TESTER,"TEAM LEADER, QA QC, TESTER"
3340,PHP,"PHP,JAVASCRIPT,MYSQL"
3341,BACKEND,"SOAP,CI/CD,KAFKA,APACHE,KUBERNETES"
3342,DATA,"SNOWFLAKE,APACHE,JAVA,GOLANG,POSTGRESQL,PYTHON"
3343,DEVOPS,"BASH,POWERSHELL,PUPPET,JAVASCRIPT"
3344,FULLSTACK,"GIT,POSTGRESQL,TAILWIND,NODEJS,AWS,JWT"
3345,FULLSTACK,"POSTGRESQL,MONIT,RESTFUL APIS,REDIS"
3346,SOLUTION ARCHITECT,"SOLUTION ARCHITECT, AWS"
3347,FULLSTACK,"TYPESCRIPT, KOTLIN, TEAM LEADER"
3348,FRONTEND,"FRONT-END, JAVASCRIPT, REACTJS"
3349,DATA,"JAVA,POWER BI,SNOWFLAKE,MONGODB,PYTHON"
3350,FULLSTACK," MYSQL,  REACTJS, JAVASCRIPT"
3351,TESTER,"SQL, QA QC, JAPANESE"
3352,MOBILE,"RESTFUL API, MOBILE, FLUTTER"
3353,DEVOPS,"PERL,JAVA,PHP,RUBY,PUPPET,BASH"
3354,BACKEND,"SPRING, JAVA, POSTGRESQL"
3355,TESTER,"TESTER, SQL, QA QC"
3356,BACKEND,"NODEJS,JAVASCRIPT,AZURE"
3357,FRONTEND,"REACTJS,JAVASCRIPT,ANGULARJS"
3358,SOFTWARE,"PHP,ORACLE,JAVA,C#,MYSQL,.NET,SPRING,SOFTWARE,STRUTS,POSTGRESQL"
3359,PYTHON,"DJANGO, PYTHON, MYSQL"
3360,DATA,"APACHE,POSTGRESQL,TABLEAU,KAFKA,MONGODB,SPARK"
3361,.NET,"ASP.NET,SQL,GITLAB,.NET CLI,GIT,GITHUB"
3362,FULLSTACK,"PHP,JAVASCRIPT,WORDPRESS"
3363,JAVA,"HTML,MAVEN,APACHE,JSON,SQL,JAVASCRIPT"
3364,FULLSTACK,"JAVASCRIPT,REACTJS,NODEJS"
3365,GAME,"JAVA,HTML5,GOLANG,LUA,DART"
3366,PRODUCT MANAGER,"AGILE,SCRUM,PRODUCT MANAGER,BUSINESS ANALYST"
3367,BUSINESS ANALYST,"R,SQL,JAVASCRIPT,VISIO,SPSS,VBA"
3368,SYSTEM ADMIN,"SYSTEM ADMIN, ERP, ENGLISH"
3369,BACKEND,"JAVA,SPRING,AGILE"
3370,DATA,"APACHE,GOLANG,KAFKA,SQL,TABLEAU"
3371,NETWORK,"SYSTEM, IT SUPPORT, NETWORKING"
3372,DEVOPS,"CLOUD, AWS, DEVOPS, SITE RELIABILITY, CI/CD, TERRAFORM"
3373,SECURITY,"ORACLE,SECURITY,CYBERSECURITY"
3374,TESTER,"LINUX, TESTER, EMBEDDED"
3375,PHP," POSTGRESQL,  PHP, JAVASCRIPT"
3376,BACKEND," JAVA,  OOP, SPRING"
3377,PRODUCT MANAGER,"SCRUM MASTER, PRODUCT MANAGER"
3378,SCRUM MASTER,"SCRUM,AGILE"
3379,SOFTWARE,"PYTHON, C#, ANGULARJS"
3380,PYTHON," JAVASCRIPT, PYTHON"
3382,PHP,"LARAVEL, AGILE, PHP"
3383,FRONTEND,"REACTJS, HTML5, JAVASCRIPT"
3384,SYSTEM," JAPANESE,  BRIDGE, PROJECT MANAGER"
3385,JAVA,"JAVA,DATABASE,CLOUD"
3386,.NET,"AZURE,REST"
3387,BACKEND,"KAFKA,GOLANG,NOSQL,SQL,SOAP,RUST"
3388,SOFTWARE," LINUX,  EMBEDDED, C++"
3389,PHP,"WORDPRESS, PHP, MYSQL"
3390,GAME," GAME, UNITY2D"
3391,DATA SCIENTIST,"DATABASE,SQL,PYTHON"
3392,PHP,"JQUERY,SQL,AJAX,MVC"
3393,DATA ANALYST,"SQL,R"
3394,DATA ANALYST,"C/C++,MATLAB,JULIA,POWER BI,JAVA,PYTHON"
3395,PYTHON,"ERP, HTML5, PYTHON"
3396,UI/UX DESIGNER,"PHOTOSHOP,  UI-UX, DESIGNER"
3397,DATA ANALYST,"SQL, DATA ANALYST, PYTHON"
3398,.NET," SQL,  .NET, ORACLE"
3399,FRONTEND,"GITHUB,TYPESCRIPT,ANGULAR,GIT,NPM"
3400,PHP,"AJAX,PHP"
3401,DATA,"POWER BI,SQL,SNOWFLAKE,GOLANG"
3402,SYSTEM,"ENGLISH, SYSTEM, TEAM LEADER"
3403,BUSINESS ANALYST,"R,TABLEAU,SAS,MONGODB"
3404,RUBY," REACTJS,  OOP, RUBY ON RAILS,  VUEJS,  POSTGRE"
3405,BACKEND," GOLANG, SOFTWARE ARCHITECT"
3406,JAVA,"SCALA,JAVASCRIPT"
3407,MOBILE,"ANDROID, DEVOPS, IOS"
3408,TESTER,"QC,TESTER,ENGLISH"
3409,MOBILE,"C++,SCALA,JAVASCRIPT,RUST"
3410,DATA,"SQL,TABLEAU,GOLANG"
3411,SOFTWARE,"C#, ASP.NET, WPF, AZURE, WINFORM"
3412,JAVA,"APACHE,JAVASCRIPT,SQL"
3413,CLOUD,"CLOUD,AWS"
3414,DATABASE ADMINISTRATOR,DATABASE ADMINISTRATOR
3415,DEVOPS,"PYTHON,PERL,JAVASCRIPT,SQL"
3416,DATA ANALYST,"JAVASCRIPT,R,SQL,SAS,C/C++,SCALA"
3417,NETWORK,"NETWORK, CCNA, CISCO, CCNP, LAN"
3418,SOFTWARE,"C++,SQL,JAVASCRIPT,PYTHON"
3419,FULLSTACK,"REACTJS,TYPESCRIPT,NODEJS"
3420,DEVOPS,"JAVASCRIPT,BASH,PUPPET,POWERSHELL,PHP"
3421,PHP,"PHP,ENGLISH,AWS"
3422,SOFTWARE,"ANDROID, EMBEDDED, C++"
3423,SOFTWARE,"JSON, PHP, JAVASCRIPT"
3424,DATA,"PYTHON,TABLEAU,MONGODB,SQL"
3425,.NET,"GITHUB,SQL,AZURE,MICRO-SERVICES,GITLAB,REDIS"
3426,SOFTWARE ARCHITECT," PYTHON,  SOFTWARE ARCHITECT, TEAM LEADER"
3427,DATA ANALYST,"JULIA,PYTHON"
3428,SOFTWARE,"C#, ANGULARJS, PYTHON"
3429,BACKEND,"DATABASE, NODEJS, JAVASCRIPT"
3430,TESTER," PROBLEM SOLVING SKILL,  ENGLISH, SOFTWARE,  AUTOMATION TESTER,  QUALITY ANALYST"
3431,DATA ANALYST," DATABASE,  SQL, DATA ANALYST"
3432,TESTER,"PHP,PYTHON,JAVASCRIPT,RUBY"
3433,GAME,"JAVASCRIPT,LUA,DART,JAVA,HTML5"
3434,FULLSTACK,"RESTFUL APIS,REDIS,REACTJS,POSTGRESQL"
3435,TECHNICAL MANAGER,TECHNICAL MANAGER
3436,UI/UX DESIGNER,"JAVASCRIPT,FIGMA,HTML,ADOBE XD,SKETCH,CSS"
3437,DEVOPS,"PYTHON, DEVOPS, SYSTEM"
3438,DATA,"PYTHON, SQL, API, KAFKA, ETL"
3439,PHP,"AJAX,SQL,LINUX,PHP,CSS"
3440,DATA," DATABASE,  JAVA, AWS"
3441,BUSINESS ANALYST,"SAS,JAVASCRIPT,POWER BI,TABLEAU"
3442,PHP,"MVC,CSS,SQL"
3443,CLOUD,"CLOUD, VMWARE, CISCO, CCNP, MCSA"
3444,DEVOPS,"AWS, DEVOPS, PYTHON"
3445,MOBILE,"PYTHON,RUBY,REACT NATIVE,SCALA,C++,C#"
3446,FULLSTACK,"ASP.NET, C#, MYSQL"
3447,DATA,"POSTGRESQL,APACHE"
3448,BLOCKCHAIN," SOLIDITY,  BLOCKCHAIN, NODEJS"
3449,MOBILE,"REACT NATIVE,JAVA,SCALA,C#,JAVASCRIPT"
3450,GAME,"UNITY,GAMES,C#"
3451,FRONTEND,"JAVASCRIPT, REACTJS, ENGLISH"
3452,JAVA,"SCALA,JSON,KOTLIN"
3453,UI/UX DESIGNER,"SKETCH,JAVASCRIPT,HTML,CSS"
3454,DATA,"DATABASE, AWS, PYTHON"
3455,DATA ANALYST,"JAVA,JULIA,SQL,GITHUB,SAS,POWER BI"
3456,FULLSTACK,"POSTGRESQL,TAILWIND,RESTFUL APIS,AWS,LINUX,MONIT"
3457,SOFTWARE,"JAVASCRIPT,GOLANG,RUBY,SQL"
3458,FRONTEND,"TYPESCRIPT, ANGULAR, JAVASCRIPT"
3459,MOBILE,"C#,RUST,SWIFT,JAVA,C++"
3460,PRODUCT MANAGER,"SCRUM, PRODUCT MANAGER, AGILE"
3461,.NET,"C#,SQL SERVER,REST API,BACK-END,ASP.NET CORE"
3462,DEVOPS,"DEVOPS,LINUX,AWS"
3463,FULLSTACK," DJANGO,  PYTHON, REACTJS"
3464,BUSINESS ANALYST,"PYTHON,EXCEL,R,TABLEAU,POWERSHELL,VBA"
3465,TESTER,"QA/QC, SCRUM, API, SELENIUM, AUTOMATION QA"
3466,.NET," ASP.NET,  C#, SQL"
3467,.NET,"NOSQL, .NET, C#"
3468,SOFTWARE,"SQL,GOLANG"
3469,BACKEND,"NOSQL, NODEJS, JAVASCRIPT"
3470,JAVA,"GROOVY,HTML,JAVASCRIPT,SCALA,KOTLIN,CSS"
3471,SYSTEM," ENGLISH,  SAP, JAPANESE"
3472,SECURITY," CEH-V5,  VMWARE, OWASP,  SECURITY"
3473,BACKEND,"ASP.NET,C#,MVC,.NET,BACK-END,.NET CORE"
3474,CLOUD,"CLOUD,AWS,JAVA"
3475,SOFTWARE,"SYSTEM, NETWORK, LINUX, SOFTWARE"
3476,TESTER,"SQA, AUTOMATION TESTER, TEST, ENGLISH SKILLS"
3477,BUSINESS ANALYST,"SQL,PYTHON"
3478,FULLSTACK,"REACTJS, RUBY ON RAILS, NODEJS"
3479,BUSINESS ANALYST,"PYTHON,R,SAS,TABLEAU,POWERSHELL,SPSS"
3480,SOFTWARE,"HTML5, C#, SQL"
3481,SOFTWARE,"REST API, JAVASCRIPT, JAVA, JAVA SPRING, BACK-END"
3482,MOBILE," ANDROID,  JAVA, IOS"
3483,MOBILE,"ANDROID, REACT NATIVE, IOS"
3484,FRONTEND,"NODEJS, VUEJS, JAVASCRIPT"
3485,FULLSTACK,"C#, NODEJS, .NET"
3486,DEVOPS,"PHP,RUBY,JAVA,PUPPET"
3487,DATA ANALYST,"GITHUB,JULIA,PYTHON,POWER BI,SCALA"
3488,DATA,"POSTGRESQL,TABLEAU,SQL,PYTHON,APACHE,POWER BI"
3489,SALESFORCE,SALESFORCE
3490,DEVOPS,"DEVOPS,CI/CD"
3491,MOBILE,FLUTTER
3492,JAVA,"SQL,GROOVY,JAVASCRIPT,JSON"
3493,MOBILE," IOS,  SWIFT, ANDROID,  FLUTTER,  KOTLIN,  MOBILE"
3494,PROJECT MANAGER,"EMBEDDED,PROJECT MANAGER,C++"
3495,DATA,"DATABASE, MYSQL"
3496,SOFTWARE,"C#, .NET, ASP.NET"
3497,DEVOPS,"JAVASCRIPT,PHP,GOLANG,JAVA,C,PUPPET"
3498,BACKEND,"NODEJS,HTML5,JAVA"
3499,FULLSTACK,"NODEJS,FULL-STACK,VUEJS"
3500,FRONTEND,"WORDPRESS, REACTJS, JAVASCRIPT"
3501,GAME,"C++,HTML5,DART,PYTHON,C,GOLANG"
3502,BACKEND," NODEJS, BACK-END"
3503,FULLSTACK,"HTML5, NODEJS, JAVASCRIPT"
3504,FRONTEND,"JAVASCRIPT,TYPESCRIPT,ANGULAR"
3505,PHP,"WORDPRESS, JAVASCRIPT, PHP"
3506,BACKEND,"PHP,SOAP,APACHE,RUST"
3507,BACKEND,"GOLANG,PYTHON,SOAP,APACHE"
3508,DATA ANALYST,"JULIA,PYTHON,JAVA"
3509,DATA,"PYTHON,JAVA,KOTLIN"
3510,BACKEND,"PYTHON, DJANGO, GOLANG"
3511,JAVA,"JAVA,KOTLIN,SPRING"
3512,JAVA,"GROOVY,SCALA"
3513,BUSINESS ANALYST,"PRODUCT MANAGER, UI-UX, BUSINESS ANALYST"
3514,BACKEND,"PYTHON,GOLANG,JAVASCRIPT"
3515,DATA,"OOP, PYTHON, SCALA"
3516,MOBILE,"ENGLISH, REACT NATIVE, JAVASCRIPT"
3517,TESTER,"RUBY,JAVA,PYTHON,C#,JAVASCRIPT,PHP"
3518,BACKEND,"NODEJS,REACTJS,JAVASCRIPT"
3519,SOFTWARE,"JAVA,PYTHON,GOLANG"
3520,BACKEND," PYTHON,  JAVA, PHP"
3521,DATA ANALYST,"DATA ANALYST,PYTHON,MYSQL"
3522,UI/UX DESIGNER,"HTML,SKETCH,FIGMA,PHOTOSHOP,ADOBE XD,XML"
3523,FRONTEND," REDUX,  JAVASCRIPT, REACT NATIVE,  TYPESCRIPT,  ES6"
3524,.NET," .NET CORE,  MVC, .NET,  ENTITY FRAMEWORK"
3525,DATA,"SCALA, PYTHON, JAVA"
3526,JAVA,"J2EE,JAVA,SQL,BACK-END,HIBERNATE,SPRING,STRUTS"
3527,DATA SCIENTIST,"DATA ANALYST, PYTHON, DATABASE"
3528,SOFTWARE,"C#,ASP.NET,JAVASCRIPT"
3529,BACKEND,"NOSQL,PYTHON,APACHE,KAFKA,SQL"
3530,C++,"LINUX, C LANGUAGE, C++"
3531,DEVOPS,"C,POWERSHELL,BASH,GOLANG,PHP"
3532,DATA ANALYST,"DATA ANALYST, TECHNICAL SUPPORT, SYSTEM ADMIN"
3533,BACKEND,"SOAP,GOLANG,APACHE,DOCKER,SQL"
3534,SOFTWARE,"DATABASE, AWS, JAVA"
3535,DATA,"PYTHON,APACHE"
3536,DEVOPS,"BASH,C,JAVASCRIPT,PYTHON,GOLANG"
3537,BACKEND,"LARAVEL, PHP, TECHNICAL MANAGER, SOFTWARE"
3538,FRONTEND,"ANGULAR,TYPESCRIPT,CSS"
3539,SOFTWARE,"POSTGRESQL, JAVASCRIPT, LINUX"
3540,BACKEND,"DJANGO, GOLANG, PYTHON"
3541,BACKEND," C#,  .NET, MYSQL"
3542,DATABASE ADMINISTRATOR,"DATA ANALYST, SQL, DATABASE"
3543,PHP,"MYSQL, PHP, LARAVEL, BACK-END"
3544,BACKEND,"PHP,LARAVEL,TECHNICAL MANAGER,SOFTWARE"
3545,SOFTWARE,"C++,GOLANG,RUBY,JAVASCRIPT,C#"
3546,SALESFORCE,"PHP, .NET, JAVA"
3547,JAVA,"JAVA,JSON,MAVEN,SQL,HTML,SCALA"
3548,JAVA,"KOTLIN,APACHE,JSON,CSS,JAVASCRIPT,JAVA"
3549,GAME,"UNITY,ANDROID,GAMES"
3550,DEVOPS,"JAVA,PYTHON,SQL,PERL,RUBY"
3551,BACKEND," MYSQL,  NODEJS, JAVASCRIPT"
3552,FULLSTACK,"JAVASCRIPT, JAVA, CSS, PYTHON, RUBY ON RAILS, NODEJS, FULL-STACK, HTML"
3553,SOFTWARE,"R,RUBY"
3554,ERP CONSULTANT,"ERP CONSULTANT, SAP"
3555,PROJECT MANAGER," ENGLISH,  PROJECT MANAGER, BUSINESS ANALYST"
3556,MOBILE,"RUST,RUBY,REACT NATIVE"
3557,SOFTWARE,"C++,SQL,PYTHON,RUBY,C#,JAVA"
3558,BUSINESS ANALYST," TEAM LEADER,  BUSINESS ANALYST, PRODUCT MANAGER"
3559,TESTER,"QA QC,ENGLISH,AUTOMATION TEST"
3560,FULLSTACK,"REACTJS, JAVASCRIPT, JAVA"
3561,FRONTEND,"TEAM LEADER,VUEJS,REACTJS"
3562,BACKEND,"TECHNICAL MANAGER, LARAVEL, PHP, SOFTWARE"
3563,DEVOPS,"POWERSHELL,BASH,JAVA,SQL,PERL,PHP"
3564,BUSINESS ANALYST," BUSINESS ANALYST,  UML, UI/UX"
3565,PHP,"PHP,CSS,SQL,MVC,JQUERY,JAVASCRIPT"
3566,.NET,"AZURE,CI/CD,DOCKER,REST,ASP.NET"
3567,SYSTEM ADMIN," AGILE,  SQL, SYSTEM ADMIN"
3568,FRONTEND," JAVASCRIPT,  REACTJS, ANGULAR"
3569,PHP,"AJAX,JAVASCRIPT,MVC"
3570,JAVA,"JAVA,SQL,GROOVY,CSS,KOTLIN,MAVEN"
3571,DATA,"AWS, PYTHON, DATABASE"
3572,PHP,"SQL,JAVASCRIPT,JQUERY,PHP,CSS"
3573,PRODUCT MANAGER," ENGLISH,  PRODUCT MANAGER, UI-UX"
3574,BUSINESS ANALYST,"EXCEL,POWERSHELL,POWER BI,TABLEAU,R,VBA"
3575,TESTER,"QA/QC, AGILE"
3576,SOFTWARE,"SQL,GOLANG,C++,R"
3577,SOFTWARE,"C#,R,GOLANG,JAVA,SQL,JAVASCRIPT"
3578,SOFTWARE,"JAVA,C#"
3579,GAME,"JAVASCRIPT,GOLANG,C++,DART,PYTHON,JAVA"
3580,DEVOPS,"SQL, DATABASE, DEVOPS"
3581,TESTER,"TESTER,AUTOMATION TEST,JAVA"
3582,.NET,"AZURE,REDIS,GITLAB,CI/CD,ASP.NET"
3583,DATA,"SPARK,PYTHON,POWER BI,GOLANG,KAFKA,JAVA"
3584,FULLSTACK,"POSTGRESQL, NODEJS, REACTJS"
3585,SOFTWARE,"JAVASCRIPT,SHAREPOINT,REACT JS,ASP.NET MVC,.NET CORE"
3586,GAME," GAMES,  UNITY, ANDROID"
3587,PROJECT MANAGER,"PROJECT MANAGER,TEAM LEADER,AGILE, ACCEPTED"
3588,DATA,"POWER BI,MONGODB,APACHE,GOLANG,SNOWFLAKE,KAFKA"
3589,BACKEND,".NET,ANGULAR,C#, ACCEPTED"
3590,FULLSTACK,"GOLANG, PYTHON, TEAM LEADER"
3591,SYSTEM,"JAPANESE ( N1 OR N2), BRSE, JAVASCRIPT, HTML & CSS"
3592,FULLSTACK,"RUBY ON RAILS, PYTHON"
3593,BACKEND,"BACK-END, NODEJS, DOCKER, AWS, TECHNICAL MANAGER"
3594,FRONTEND,"JAVASCRIPT,NPM,VITE,ANGULAR"
3595,FRONTEND,"REACTJS, JAVASCRIPT, WORDPRESS"
3596,BACKEND,"NOSQL, ASP.NET, .NET"
3597,FULLSTACK,"REACTJS,JAVASCRIPT,MYSQL"
3598,BUSINESS ANALYST,"VISIO,MONGODB,SAS,POWER BI,TABLEAU"
3599,UI/UX DESIGNER,"UX/UI DESIGN,WEB DESIGN"
3600,GAME,"C,GOLANG,LUA"
3601,MOBILE,"RUBY,C#,DART,RUST,JAVA"
3602,TESTER,"QA QC, ENGLISH, AUTOMATION TEST"
3603,SOFTWARE,"PHP,JAVA,.NET"
3604,BACKEND,"GOLANG,DOCKER,PYTHON"
3605,PHP,"JQUERY,SQL,HTML,LINUX,AJAX,CSS"
3606,PROJECT MANAGER,"BUSINESS ANALYST, PROJECT MANAGER, ENGLISH"
3607,FULLSTACK,"RUBY, REACTJS, JAVASCRIPT"
3608,FRONTEND,"REACTJS, HTML5"
3609,SOFTWARE,".NET, BRIDGE, JAPANESE"
3610,MOBILE," OOP,  IOS, SWIFT"
3611,TESTER,"AUTOMATION TEST, TESTER, JAVA"
3612,SECURITY,"JAVASCRIPT, PYTHON, BLOCKCHAIN"
3613,FULLSTACK,"JAVASCRIPT, REACTJS, PHP"
3614,NETWORK,"ENGLISH, NETWORKING, AWS"
3615,GAME,"HTML5,C++,JAVA"
3616,UI/UX DESIGNER,"PHOTOSHOP,FIGMA,SKETCH,XML"
3617,FRONTEND,"GIT,GRAPHQL,VITE"
3618,DATA,"PYTHON,KAFKA"
3619,BACKEND,"PHP,MYSQL,GOLANG"
3620,TESTER,"TESTER, AGILE, QA QC"
3621,DATA ANALYST," MYSQL,  DATA ANALYST, PYTHON"
3622,FULLSTACK,"JAVA,ANGULARJS,REACTJS"
3623,JAVA," API,  JAVA, JAVA EE,  SPRING BOOT,  ENGLISH SKILLS"
3624,SOFTWARE,"PHP,ASP.NET,JAVASCRIPT"
3625,FULLSTACK,"FRONT-END, JAVA, BACK-END"
3626,JAVA,"JAVASCRIPT, JAVA, CSS"
3627,TESTER,"AUTOMATION TEST,JAVASCRIPT,TESTER"
3628,GAME,"GOLANG,LUA,JAVASCRIPT,HTML5,C++,DART"
3629,FULLSTACK,"BACK-END, GOLANG, MYSQL, POSTGRESQL"
3630,BACKEND,"ANGULAR, C++, SQL"
3631,FULLSTACK," NODEJS,  CSS, JAVASCRIPT,  FULL-STACK,  MONGODB,  HTML,  REACTJS"
3632,DEVOPS," DEVOPS, AWS"
3633,MOBILE,"C++,JAVASCRIPT,JAVA"
3634,.NET,".NET,CSS,HTML5, ACCEPTED"
3635,DEVOPS,"LINUX, DEVOPS, CLOUD"
3636,SYSTEM ADMIN,"SYSTEM,NETWORKING,SYSTEM ADMIN"
3637,TECHNICAL MANAGER,"ERP, JAVA, JAPANESE - N3, WEB APPLICATION, CRM, TECHNICAL MANAGER"
3638,GAME,"C#,C,GOLANG"
3639,BACKEND,"ENGLISH, GOLANG, NODEJS"
3640,BUSINESS ANALYST,"TABLEAU,JAVASCRIPT,R,POWER BI,SAS,POWERSHELL"
3641,SOFTWARE,"LINUX,ANDROID,JAVA,MOBILE,EMBEDDED"
3642,DATA ANALYST,"SCALA,SQL,POWER BI"
3643,BUSINESS ANALYST,"JAVASCRIPT,TABLEAU,SQL,PYTHON,MONGODB"
3644,SOFTWARE," SOFTWARE ARCHITECT,  AGILE, ENGLISH"
3645,PHP," PROJECT MANAGER,  BRIDGE, PHP"
3646,.NET,"C#, JAVASCRIPT, .NET"
3647,JAVA,"CSS,JSON,JAVA,MAVEN,SCALA,APACHE"
3648,DATA,"API, PYTHON, SQL, KAFKA, ETL"
3649,MOBILE,"LARAVEL, ANDROID, TEAM LEADER"
3650,BACKEND,"PHP,NODEJS,BACK-END"
3651,JAVA,"JAVA,JAVA SPRING BOOT"
3652,PHP,"HTML & CSS, JAVASCRIPT, PHP"
3653,ERP CONSULTANT," LINUX,  ERP, ENGLISH"
3654,SOFTWARE,"RUBY,SQL,PYTHON,GOLANG"
3655,TESTER,"ENGLISH, QA QC, AUTOMATION TEST"
3656,DEVOPS,"ENGLISH, AWS, DEVOPS"
3657,BACKEND,"CI/CD,NOSQL,PYTHON,KUBERNETES,GOLANG,SQL"
3658,BUSINESS ANALYST," TESTER,  BUSINESS ANALYST, PRODUCT MANAGER"
3659,DATA ANALYST,"SQL, DATABASE, DATA ANALYST"
